id,name,genre,director,actor,poster,description,rating,year
120619,Break Up,Thriller,Paul Marcus,"Bridget Fonda, Kiefer Sutherland, Hart Bochner, Steven Weber",https://m.media-amazon.com/images/M/MV5BMTAwNzE0ODYyODJeQTJeQWpwZ15BbWU3MDA4OTA3MTE@._V1_SX300.jpg,"Jimmy is married to the abusive Frank, but she's building a nest egg so she can leave. For a year, she's been deaf as a result of one of his beatings. One night, he pushes her over the stairwell, and she ends up in the hospital. When a charred body in her husband's car is pulled from a pond, the cops want to talk to her, but she bolts for her sister's, loses her savings pass-book, and then learns someone has emptied her bank account. She's goes on the run, with the same cops on her trail, and eventually realizes Frank may not be dead. Getting back her money, facing Frank, satisfying the police, and finding her freedom may be more than she can handle.",0,1998
120609,The Big Hit,"Action, Comedy, Crime",Kirk Wong,"Mark Wahlberg, Lou Diamond Phillips, Christina Applegate, Avery Brooks",https://m.media-amazon.com/images/M/MV5BMTczMzMwNjMzMF5BMl5BanBnXkFtZTcwNDM4NDUxMQ@@._V1_SX300.jpg,"To payoff his second girlfriend's debt, hitman Melvin Smiley undertakes a kidnapping job with his usual associates. In a world of prospective Jewish in-laws and late movie fees, the hitman falls in love with the victim and must settle the score with those out to double-cross him.",0,1998
120610,Black Dog,"Action, Crime, Drama",Kevin Hooks,"Patrick Swayze, Meat Loaf, Randy Travis, Gabriel Casseus",https://m.media-amazon.com/images/M/MV5BMjE5NzgxMDE5OF5BMl5BanBnXkFtZTcwMjM3MTAyMQ@@._V1_SX300.jpg,An ex-con takes a job driving a truck cross country. What he doesn't know is that the truck is filled with illegal weapons and now he must fight to survive and save his family.,0,1998
120611,Blade,"Action, Horror",Stephen Norrington,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright",https://m.media-amazon.com/images/M/MV5BMTQ4MzkzNjcxNV5BMl5BanBnXkFtZTcwNzk4NTU0Mg@@._V1_SX300.jpg,"In a world where vampires walk the earth, Blade has a goal. His goal is to rid the world of all vampire evil. When Blade witnesses a vampire bite Dr. Karen Jenson, he fights away the beast and takes Jenson back to his hideout. Here, alongside Abraham Whistler, Blade attempts to help heal Jenson. The vampire Quinn who was attacked by Blade, reports back to his master Deacon Frost, who is planning a huge surprise for the human population.",0,1998
120885,Wag the Dog,"Comedy, Drama",Barry Levinson,"Dustin Hoffman, Robert De Niro, Anne Heche, Denis Leary",https://m.media-amazon.com/images/M/MV5BMTk0NTEyNzEwMF5BMl5BanBnXkFtZTgwNjcwNTcxMTE@._V1_SX300.jpg,"After being caught in a scandalous situation days before the election, the president does not seem to have much of a chance of being re-elected. One of his advisers contacts a top Hollywood producer in order to manufacture a war in Albania that the president can heroically end, all through mass media.",0,1997
120623,A Bug's Life,"Animation, Adventure, Comedy","John Lasseter, Andrew Stanton","Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere",https://m.media-amazon.com/images/M/MV5BMTI5NTc1NjU2NF5BMl5BanBnXkFtZTcwNzkyNDAyMQ@@._V1_SX300.jpg,"Every year, a bunch of grasshoppers come to the anthill and eat what the ants have gathered for them. The ""offering"", as the ants call the ritual, is a part of their fate. One day in spring, when the offering's preparation has just been finished, Flik, unliked inventor ant, accidentally drops the whole offered seeds into the river. The grasshoppers come and give the ants a second chance to collect food until fall. Flik sets off to find bugs that are willing to fight the grasshoppers (nobody expects him to succeed anyway) and, due to a double misinterpretation, returns with a circus crew, giving everybody new hope. When the misunderstanding finally gets cleared out, there is only little time left for a new plan, which has to work, or else...",0,1998
120618,Breakfast of Champions,Comedy,Alan Rudolph,"Bruce Willis, Albert Finney, Nick Nolte, Barbara Hershey",https://m.media-amazon.com/images/M/MV5BMTU4MDU4NTkwOF5BMl5BanBnXkFtZTcwNjAzNTUyMQ@@._V1_SX300.jpg,A portrait of a fictional town in the mid west that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealer-ship owner that's on the brink of suicide and is losing touch with reality.,0,1999
120631,Ever After: A Cinderella Story,"Comedy, Drama, Romance",Andy Tennant,"Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey",https://m.media-amazon.com/images/M/MV5BNDczMDAwNzY0OV5BMl5BanBnXkFtZTYwMzM3MDY5._V1_SX300.jpg,"With the sudden death of her loving father, Danielle is made a servant by her new stepmother. She also has two new stepsisters, one quite kind but the other one really horrid. Still, Danielle grows up to be a happy and strong-willed young lady, and one day her path crosses that of handsome Prince Henry, who has troubles of his own at home. Luckily the nice Leonardo da Vinci is on hand to help all round.",0,1998
120643,Dancing at Lughnasa,"Drama, Romance",Pat O'Connor,"Gerard McSorley, Meryl Streep, Michael Gambon, Catherine McCormack",https://m.media-amazon.com/images/M/MV5BMTQ5NzQ3ODEzNl5BMl5BanBnXkFtZTYwODU2MDc5._V1_SX300.jpg,"A young boy tells the story of growing up in a fatherless home with his unmarried mother and four spinster aunts in 1930's Ireland. Each of the five women, different from the other in temperament and capability, is the emotional support system, although at times reluctantly, for each other, with the eldest assuming the role of a 'somewhat meddling' overseer. But then into this comes an elderly brother, a priest too senile to perform his clerical functions, who has ""come home to die"" after a lifetime in Africa; as well, there also arrives the boy's father, riding up on a motorcycle, only to announce that he's on his way to Spain to fight against Franco. Nevertheless, life goes on for the five sisters, although undeniably affected by the presence of the two men, they continue to cope as a close-knit unit... until something happens that disrupts the very fabric of that cohesiveness beyond repair.",0,1998
126100,Tess of the D'Urbervilles,Drama,Ian Sharp,"Justine Waddell, Jason Flemyng, Oliver Milburn, John McEnery",https://m.media-amazon.com/images/M/MV5BMTg5NTcxOTYzMl5BMl5BanBnXkFtZTcwMjg4OTMyMQ@@._V1_SX300.jpg,"Young country girl Tess Durbyfield goes to work for her aristocratic relatives, the D'Urbervilles, in an attempt at helping her family to raise some money. Her cousin Alec falls in love with her and seduces/rapes her.",0,1998
120661,Everest,"Documentary, Short","David Breashears, Stephen Judson, Greg MacGillivray","Liam Neeson, Lhakpa Dorji, Dorje Sherpa, Ed Viesturs",https://m.media-amazon.com/images/M/MV5BMTUwNzA0ODg1OV5BMl5BanBnXkFtZTcwMzA3MDUxMQ@@._V1_SX300.jpg,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.",0,1998
120642,"A Cool, Dry Place",Drama,John N. Smith,"Vince Vaughn, Monica Potter, Joey Lauren Adams, Bobby Moat",https://m.media-amazon.com/images/M/MV5BMzU4NDc2MjYxM15BMl5BanBnXkFtZTcwNDUzOTUyMQ@@._V1_SX300.jpg,"A single father balances his work as an attorney with the care of his five year old son and his work as a high school basketball coach in rural Kansas, where he moved after his wife abandoned him in Chicago. Just as he starts to develop a new relationship with a veterinarian's assistant, his ex-wife suddenly reappears and wants to re-assert herself in her husband and son's life. On top of the romantic conflict, he is also suddenly presented with the opportunity of a lifetime to join a major firm in Dallas.",0,1998
120670,Firestorm,"Thriller, Action",Dean Semler,"Howie Long, Scott Glenn, William Forsythe, Suzy Amis",https://m.media-amazon.com/images/M/MV5BMTc1MDk4NTA2N15BMl5BanBnXkFtZTYwMzIzOTY4._V1_SX300.jpg,"Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the prison with several of his inmates posing as firefighters to recover $37,000,000 in stashed loot.",0,1998
120659,Endurance,"Biography, Drama, Sport","Leslie Woodhead, Bud Greenspan","Haile Gebrsellasie, Shawananness Gebrselassie, Yonas Zergaw, Tedesse Haile",https://m.media-amazon.com/images/M/MV5BMTUxMTQzNDk5Nl5BMl5BanBnXkFtZTcwNjEzNzgxMQ@@._V1_SX300.jpg,"The gold medal for the men's 10,000-metre race in the 1996 Atlanta Olympics is won by Ethiopian Haile Gebrselassie.",0,1999
120663,Eyes Wide Shut,"Drama, Mystery, Thriller",Stanley Kubrick,"Tom Cruise, Nicole Kidman, Sydney Pollack, Marie Richardson",https://m.media-amazon.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5._V1_SX300.jpg,"A doctor becomes obsessed with having a sexual encounter after his wife admits to having sexual fantasies about a man she met and chastising him for dishonesty in not admitting to his own fantasies. This sets him off into unfulfilled encounters with a dead patient's daughter and a hooker. But when he visits a nightclub, where a pianist friend Nick Nightingale is playing, he learns about a secret sexual group and decides to attend one of their congregations. However, he quickly learns he is in well over his head and finds he and his family are threatened.",0,1999
1229827,Jonas Brothers: The 3D Concert Experience,"Documentary, Music",Bruce Hendricks,"Kevin Jonas, Joe Jonas, Nick Jonas, John Taylor",https://m.media-amazon.com/images/M/MV5BMTU4OTM2OTM3Ml5BMl5BanBnXkFtZTcwODg4MzQyMg@@._V1_SX300.jpg,"A 3-D concert film of the 2008 Jonas Brothers ""Burning Up"" concert tour, as well as documentary footage on the lives of the three brothers.",0,2009
120800,Quest for Camelot,"Animation, Adventure, Comedy",Frederik Du Chau,"Jessalyn Gilsig, Andrea Corr, Cary Elwes, Bryan White",https://m.media-amazon.com/images/M/MV5BNTUwMTYyNDY1MV5BMl5BanBnXkFtZTcwMzgzNDEzMQ@@._V1_SX300.jpg,"During the times of King Arthur, the story of an adventurous brave girl, named Kayley, whose father, a Knight of the Round Table, is killed by Sir Ruber, a maniacal brute who steals Excalibur and ultimately threatens to seize King Arthur's Camelot. Kayley enlists the blind, reclusive knight-aspirant Garrett and a young blind hermit and a goofy two headed dragon to brave the Enchanted Forest and retrieve the magic sword, and their adventure is also of course fraught with danger.",0,1998
120678,Free Money,"Comedy, Crime",Yves Simoneau,"Marlon Brando, Donald Sutherland, Thomas Haden Church, Charlie Sheen",https://m.media-amazon.com/images/M/MV5BNzcxMjAxNDIzNV5BMl5BanBnXkFtZTcwODk4NjcxMQ@@._V1_SX300.jpg,"Walrus-like warden, Sven ""Swede"" Sorenson, a cross between Bluto and Wimpy, runs the prison, murders convicts who escape, and has the FBI on his trail in the form of agent Karen Polarski, the daughter of the town's corrupt judge. Swede's twins tell their father they're pregnant (they aren't), so he pushes their dim boyfriends, Bud and Larry, into shotgun marriages. He also turns his sons-in-law into slave labor, so Bud hatches an escape plan: to rob a train carrying old bills to the mint for burning. Larry's his reluctant accomplice. When Bud is captured and railroaded into Swede's jail, his death looks certain, until he hatches yet another plan that requires Larry's help.",0,1998
120645,Meet the Deedles,"Comedy, Family",Steve Boyum,"Steve Van Wormer, Paul Walker, A.J. Langer, John Ashton",https://m.media-amazon.com/images/M/MV5BMTM1ODg1ODQyOF5BMl5BanBnXkFtZTYwMDQ3MDM5._V1_SX300.jpg,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,0,1998
120684,Gods and Monsters,"Biography, Drama",Bill Condon,"Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich",https://m.media-amazon.com/images/M/MV5BMTk0Mjk4NDIzNl5BMl5BanBnXkFtZTcwNTk0NjcyMQ@@._V1_SX300.jpg,"The story of James Whale, the director of Frankenstein (1931) and Bride of Frankenstein (1935), in the time period following the Korean War. Whale is homosexual and develops a friendship with his gardener, an ex-Marine.",0,1998
120694,Halloween H20: 20 Years Later,"Horror, Thriller",Steve Miner,"Jamie Lee Curtis, Adam Arkin, Michelle Williams, Adam Hann-Byrd",https://m.media-amazon.com/images/M/MV5BMjA1NjMyMTkwN15BMl5BanBnXkFtZTcwNDI1NzEyMQ@@._V1_SX300.jpg,"On Halloween in 1963, Michael Myers murdered his sister, Judith. In 1978, he broke out to kill his other sister, Laurie Strode. He killed all of her friends, but she escaped. A few years later, she faked her death so he couldn't find her. But now, in 1998, Michael has returned and found all the papers he needs to find her. He tracks her down to a private school where she has gone under a new name with her son, John. And now, Laurie must do what she should have done a long time ago and finally decided to hunt down the evil one last time.",0,1998
120669,Fear and Loathing in Las Vegas,Comedy,Terry Gilliam,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin",https://m.media-amazon.com/images/M/MV5BMTk4NjQwNTc0OV5BMl5BanBnXkFtZTYwOTQzNTA3._V1_SX300.jpg,"The big-screen version of Hunter S. Thompson's seminal psychedelic classic about his road trip across Western America as he and his large Samoan lawyer searched desperately for the ""American dream""... they were helped in large part by the huge amount of drugs and alcohol kept in their convertible, The Red Shark.",0,1998
120709,Illuminata,Drama,John Turturro,"Leo Bassi, Henri Behar, Maurizio Benazzo, Fernando Bolles",https://m.media-amazon.com/images/M/MV5BMTUzMjU5NjIxM15BMl5BanBnXkFtZTcwNzM5MTcxMQ@@._V1_SX300.jpg,"It's the start of the 20th century, and Tuccio, resident playwright of a theatre repertory company offers the owners of the company his new play, ""Illuminata"". They reject it, saying it's not finished, and intrigue starts that involves influential critic Bevalaqua, theatre star Celimene, young lead actors and other theatre residents.",0,1998
120687,The Governess,"Drama, Romance",Sandra Goldbacher,"Minnie Driver, Tom Wilkinson, Florence Hoath, Jonathan Rhys Meyers",https://m.media-amazon.com/images/M/MV5BMTgzMDczMjMyNV5BMl5BanBnXkFtZTcwNDc2MjMyMQ@@._V1_SX300.jpg,"When the father of privileged Rosina da Silva violently dies, she decides to pass herself off as a gentile and finds employment with a family in faraway Scotland. Soon she and the family father, Charles, start a passionate secret affair.",0,1998
120703,How Stella Got Her Groove Back,"Comedy, Drama, Romance",Kevin Rodney Sullivan,"Angela Bassett, Taye Diggs, Whoopi Goldberg, Regina King",https://m.media-amazon.com/images/M/MV5BMTIzOTI2MDQyMl5BMl5BanBnXkFtZTcwMDg4OTQyMQ@@._V1_SX300.jpg,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to Jamaica. As she soaks in the beauty of the island, she encounters a strapping, young islander, Winston Shakespeare. His pursuits for her turn into a hot and steamy romance that forces Stella to take personal inventory of her life and try to find a balance between her desire for love and companionship, and the responsibilities of mother and corporate executive.",0,1998
120681,From Hell,"Horror, Mystery, Thriller","Albert Hughes, Allen Hughes","Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane",https://m.media-amazon.com/images/M/MV5BMTM1MjkxNTQxMV5BMl5BanBnXkFtZTYwMDMxNDg2._V1_SX300.jpg,"It is 1888 in London, and the unfortunate poor lead horrifying lives in the city's deadliest slum, Whitechapel. Harassed by gangs and forced to walk the streets for a living, Mary Kelly and her small group of companions trudge on through this daily misery, their only consolation being that things can't get any worse. Yet things somehow do when their friend Ann is kidnapped and they are drawn into a conspiracy with links higher up than they could possibly imagine. The kidnapping is soon followed by the gruesome murder of another woman, Polly, and it becomes apparent that they are being hunted down, one by one. Sinister even by Whitechapel standards, the murder grabs the attention of Inspector Fred Abberline, a brilliant yet troubled man whose police work is often aided by his psychic abilities. Abberline becomes deeply involved with the case, which takes on personal meaning to him when he and Mary begin to fall in love. But as he gets closer to the truth Whitechapel becomes more and more dangerous for Abberline, Mary, and the other girls. Whoever is responsible for the grisly acts is not going to give up his secret without a fight....will they be able to survive the avenging force that has been sent after them from hell?",0,2001
120707,Ride,Comedy,Millicent Shelton,"Malik Yoba, Melissa De Sousa, John Witherspoon, Fredro Starr",https://m.media-amazon.com/images/M/MV5BMTAzNDA1MzI3NTheQTJeQWpwZ15BbWU3MDc2MDg1MTE@._V1_SX300.jpg,"A group of young people leave Harlem for a bus trip down to Miami. The voyage starts off with problems, but it ends up becoming a learning experience, as they end up learning things about each other they had not previously known.",0,1998
1260567,Dark House,"Horror, Thriller",Darin Scott,"Jeffrey Combs, Meghan Ory, Diane Salinger, Matt Cohen",https://m.media-amazon.com/images/M/MV5BMTU3NDQxMTAxOV5BMl5BanBnXkFtZTcwOTE0Njg1Mw@@._V1_SX300.jpg,A troupe of actors hired for a haunted house attraction soon find that they are working in a true house of horror.,0,2009
120695,From Dusk Till Dawn 3: The Hangman's Daughter,"Horror, Thriller, Western",P.J. Pesce,"Marco Leonardi, Michael Parks, Temuera Morrison, Rebecca Gayheart",https://m.media-amazon.com/images/M/MV5BMjEzMTExNjMyOF5BMl5BanBnXkFtZTcwNzY0MjMyMQ@@._V1_SX300.jpg,"""Prequel"" to the first From Dusk Till Dawn is set in Mexico in the early 1900's which begins with the escape of Johnny Madrid, a dangerous local outlaw, from the gallows who then kidnaps his hangman's beautiful daughter, Esmeralda, with a little help from Reece, a female outlaw from the U.S. With the hangman and a local posse on their trail, Johnny meets with his gang who all rob a stagecoach which contains American author Ambrose Bierce along with newlywed couple John and Mary Newlie. As night falls, all parties coincidently seek shelter in an isolated inn/whorehouse which is run by vampires led by the high priestess Quixtla who targets Esmeralda. Esmeralda is revealed to be the half-human, half-vampire princess Santanico Pandemonium, whom the vampires want as their heir in which all the humans must join forces if they are to survive the night from the vicious blood-suckers.",0,1999
120696,Hard Rain,"Action, Crime, Drama",Mikael Salomon,"Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver",https://m.media-amazon.com/images/M/MV5BMTIyMjQ3ODkwNF5BMl5BanBnXkFtZTYwNTIwMTg4._V1_SX300.jpg,"Set during a massive flood started by a dam accident in a small town, Tom (Christian Slater) is an armored truck guard who gets robbed by Jim (Morgan Freeman). Tom gets away with all the money and hides it. In a panic, he tells the sheriff about the area he hid the money in and the sheriff locks him up. Now Tom has to get to the money and keep himself alive battling the sheriff, Jim and his crew and the elements.",0,1998
120699,The Hi-Lo Country,"Drama, Romance, Western",Stephen Frears,"Billy Crudup, Woody Harrelson, Cole Hauser, Enrique Castillo",https://m.media-amazon.com/images/M/MV5BNDg4OTAxNzkzNV5BMl5BanBnXkFtZTYwNTI1NTU5._V1_SX300.jpg,"An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart.",0,1998
120714,The Interview,"Thriller, Crime, Drama",Craig Monahan,"Hugo Weaving, Tony Martin, Aaron Jeffery, Paul Sonkkila",https://m.media-amazon.com/images/M/MV5BMjczNjU2OTEzMV5BMl5BanBnXkFtZTcwMTcxNDMzMQ@@._V1_SX300.jpg,"A modest man is suddenly seized from his apartment and interrogated by the police for what initially is presented as involving a stolen car, but its slowly revealed to involve a serial killing. Meanwhile Internal Affairs is investigating the manner in which the investigating officers work.",0,1998
120692,All I Wanna Do,Comedy,Sarah Kernochan,"Kirsten Dunst, Gaby Hoffmann, Lynn Redgrave, Rachael Leigh Cook",https://m.media-amazon.com/images/M/MV5BMTU0ODgwNDM3M15BMl5BanBnXkFtZTgwOTc3MzkyMTE@._V1_SX300.jpg,"If there's one thing this wild group of friends at an all-girls high school has learned, it's how to get what they want! So when word leaks out that their school is about to merge with an all-boys academy, some of the students strike back... devising a hilarious scheme to sabotage the plan get ready for a sidesplitting lesson in laughter, as the girls wage an all-out assault in an outrageous battle of the sexes!",0,1998
120706,The General,"Biography, Crime, Drama",John Boorman,"Brendan Gleeson, Adrian Dunbar, Sean McGinley, Maria Doyle Kennedy",https://m.media-amazon.com/images/M/MV5BMTkwOTE0NTA0Nl5BMl5BanBnXkFtZTcwNTc1MjgxMQ@@._V1_SX300.jpg,"The real-life story of Dublin folk hero and criminal Martin Cahill, who pulled off two daring robberies in Ireland with his team, but attracted unwanted attention from the police, the IRA, the UVF and members of his own team.",0,1998
120685,Godzilla,"Action, Sci-Fi, Thriller",Roland Emmerich,"Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria",https://m.media-amazon.com/images/M/MV5BMzczODQ4NTM0NF5BMl5BanBnXkFtZTYwMjgxMTc4._V1_SX300.jpg,"Following the French atomic bomb tests in the South Pacific, an unknown creature is spotted passing eastward through the Panama Canal. Scientist Niko Tatopolous is called in to investigate the matter, and he quickly arrives at the conclusion that a giant, irradiated lizard has been created by the explosions. Godzilla then makes its way north, landing at Manhattan to begin wreaking havoc in the big city. Even with the combined forces of the U.S. military to fight the monster, will it be enough to save the people of New York?",0,1998
120725,Krippendorf's Tribe,Comedy,Todd Holland,"Richard Dreyfuss, Jenna Elfman, Natasha Lyonne, Gregory Smith",https://m.media-amazon.com/images/M/MV5BMTk0MzUzNDc2M15BMl5BanBnXkFtZTcwMTM4NTMyMQ@@._V1_SX300.jpg,"A university professor is paid to find the last undiscovered tribe of New Guinea. When he fails to find the tribe, he comes home, and rather than admitting that he's failed, he gives a lecture about the Shelmikedmu tribe (named after his children: Shelly, Mike, and Edmund) and then has his family dress like ""Shelmikedmus,"" so that he can film them as proof of his discovery.",0,1998
108211,Stalingrad,"Drama, War",Joseph Vilsmaier,"Dominique Horwitz, Thomas Kretschmann, Jochen Nickel, Sebastian Rudolph",https://m.media-amazon.com/images/M/MV5BMTk2NDA1ODExMV5BMl5BanBnXkFtZTcwNDc1NDMzMQ@@._V1_SX300.jpg,"A depiction of the brutal battle of Stalingrad, the Third Reich's 'high water mark', as seen through the eyes of German officer Hans von Witzland and his battalion.",0,1993
120701,Holy Man,"Comedy, Drama",Stephen Herek,"Eddie Murphy, Jeff Goldblum, Kelly Preston, Robert Loggia",https://m.media-amazon.com/images/M/MV5BMTI3Njc4ODg4Ml5BMl5BanBnXkFtZTcwNDgwNDgxMQ@@._V1_SX300.jpg,"Ricky Hayman, right hand of Good Buy Shopping Network's owner John McBainbridge, is responsible for over two years of very bad sales numbers. He gets a last chance. Accidentally, he and Kate Newell nearly run over G with his car and decide to take him with them. What they never could guess was that G really is the one good man around. Being on the search for enlightenment, G offers his help generously to save Ricky's job. His natural, uncontrollable behaviour soon gets Ricky into really big trouble, but the sales numbers now go up for the first time in months...",0,1998
120723,Kissing a Fool,"Comedy, Romance",Doug Ellin,"David Schwimmer, Jason Lee, Mili Avital, Bonnie Hunt",https://m.media-amazon.com/images/M/MV5BMTgxMjgzMTcwMF5BMl5BanBnXkFtZTcwMjI5NzYyMQ@@._V1_SX300.jpg,"Max is a popular local sports broadcaster and his marriage with attractive Sam is already set up. Max is not sure he wants Sam to be his wife and offers his best friend Jay a test: Jay will try to seduce Sam and if he fails Max will have enough trust in Sam to go on with a marriage. Jay refuses, but soon they become professionally connected with Sam.",0,1998
120770,A Night at the Roxbury,"Comedy, Music, Romance","John Fortenberry, Amy Heckerling","Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin",https://m.media-amazon.com/images/M/MV5BMTcyMDAzMDU0NV5BMl5BanBnXkFtZTcwMjI0OTM1MQ@@._V1_SX300.jpg,"The Roxbury Guys, Steve and Doug Butabi, want to get into the best club in town, and also hope to open their own club. Vivica, a gold-digging supermodel, and her friend Cambi try to work the Roxbury Guys for their money, only to find out the pair is broke.",0,1998
120722,Living Out Loud,"Comedy, Drama, Romance",Richard LaGravenese,"Holly Hunter, Danny DeVito, Queen Latifah, Martin Donovan",https://m.media-amazon.com/images/M/MV5BMTUzNjUzMzk3Ml5BMl5BanBnXkFtZTcwNDk5MDEyMQ@@._V1_SX300.jpg,"Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury apartment in New York, looking for a new meaning for her life. Pat Francato, the janitor and lift-boy, has a troubled life himself: Gambling debts and the tragic death of his daughter took away all his spirit. One day, he and Judith meet in the right mood and a fragile friendship starts to grow. They can help each other to get on their feet again. But one false move could destroy everything they built so carefully.",0,1998
120724,Knock Off,"Action, Comedy, Thriller",Hark Tsui,"Jean-Claude Van Damme, Rob Schneider, Lela Rochon, Paul Sorvino",https://m.media-amazon.com/images/M/MV5BMTg3NzAxNTcyNl5BMl5BanBnXkFtZTcwMzM2ODAyMQ@@._V1_SX300.jpg,"A Hong Kong fashion designer (Jean Claude Van Damme, if you can believe that billing) who had previously been involved in knock offs of major label merchandise, such as ""Pumma"" running shoes, attempts to go straight with the help of his new partner (Rob Schneider), who is secretly an undercover CIA agent involved in an investigation of the black market. Their main product, jeans, is involved in the knock offs, which brings a representative (Lela Rochon) of the American company to investigate. Paul Sorvino also appears as the head of the CIA operation in Hong Kong. However, just as Schneider is not as he initially seems, everyone in the film switches roles by film's end.",0,1998
3531852,Bhoothnath Returns,"Comedy, Drama, Fantasy",Nitesh Tiwari,"Amitabh Bachchan, Boman Irani, Parth Bhalerao, Sanjay Mishra",https://m.media-amazon.com/images/M/MV5BMzk1MTMyMjAxMV5BMl5BanBnXkFtZTgwMDA1Mzc0MTE@._V1_SX300.jpg,"Bhoothnath Returns takes Bhoothnath's story forward. As he returns to 'Bhoot World' he is greeted with taunts and condemnation from other ghosts for bringing disrepute to the ghost-community for getting bullied by a kid on Earth. Post the humiliation, Bhoothnath decides to redeem himself and come back to scare a bunch of kids. Bhoothnath's search for kids brings him to Akhrot, a slum kid who is also the only person who can see him. Together they agree to help each other and their friendship sees them get involved in a cause that is bigger than they had ever imagined. To move ahead they will need to take on one of the country's most powerful and corrupt politician Bhau. The Lok Sabha elections are nearing and Bhau's victory is a mere formality, or is it? In a world, where a common man is afraid of politics, will a common man's ghost overcome his fear to stand up for what's right and fight against injustice? Bhoothnath Returns is an entertaining tale of good against evil, weak against powerful, past against future.",0,2014
120731,The Legend of 1900,"Drama, Music, Romance",Giuseppe Tornatore,"Tim Roth, Pruitt Taylor Vince, Bill Nunn, Clarence Williams III",https://m.media-amazon.com/images/M/MV5BMTA3MTcxNjE0NzNeQTJeQWpwZ15BbWU4MDc3NjUxNDAx._V1_SX300.jpg,"Shortly after the Second World War, Max, a transplanted American, visits an English pawn shop to sell his trumpet. The shopkeeper recognizes the tune Max plays as one on a wax master of an unreleased recording, discovered and restored from shards found in a piano salvaged from a cruise ship turned hospital ship, now slated for demolition. This chance discovery prompts a story from Max, which he relates both to the shopkeeper and later to the official responsible for the doomed vessel, for Max is a born storyteller. Though now down on his luck and disillusioned by his wartime experiences, the New Orleans-born Max was once an enthusiastic and gifted young jazz musician, whose longest gig was several years with the house band aboard the Virginian, a posh cruise ship. While gaining his sea legs, he was befriended by another young man, the pianist in the same band, whose long unlikely name was Danny Boodman T.D. Lemons 1900, though everyone just called him 1900, the year of his birth. Abandoned in first class by his immigrant parents, 1900 was found and adopted by Danny, a stoker, and raised in the engine rooms, learning to read by reading horseracing reports to his adoptive dad. After Danny's death in an accident, 1900 remained on the ship. Increasingly lured by the sound of the piano in the first-class ballroom, he eventually became a gifted pianist, a great jazz improvisationist, a composer of rich modern music inspired by his intense observation of the life around him, the stories passengers on all levels of the ship trusted him enough to tell. He also grew up to be a charming, iconoclastic young man, at once shrewd and oddly innocent. His talent earned him such accolades that he was challenged by, and bested Jelly Roll Morton in an intense piano duel that had poor Max chewing paper on the sofa in agonies of suspense. And yet for all the richness and variety of his musical expression, he never left the ship, except almost, once, in the aftermath of his infatuation with a beautiful young woman immigrant who inspired the music committed to the master Max discovers in the pawnshop. Max realizes that 1900 must still be on the ship, and determines to find him, and to find out once and for all why he has so consistently refused to leave.",0,1998
108265,Swing Kids,"Drama, Music",Thomas Carter,"Robert Sean Leonard, Christian Bale, Frank Whaley, Barbara Hershey",https://m.media-amazon.com/images/M/MV5BMTQ4NDAxNjA5NF5BMl5BanBnXkFtZTcwMzUyNTUyMQ@@._V1_SX300.jpg,"The story of a close-knit group of young kids in Nazi Germany who listen to banned swing music from the US. Soon dancing and fun leads to more difficult choices as the Nazis begin tightening the grip on Germany. Each member of the group is forced to face some tough choices about right, wrong, and survival.",0,1993
